,Ngành,Total-M,YOY,Total-YOY,YTD-YOY,Date,Month,PreMonth,MOM
4264,Bông,146.03212417695747,,1452.9385551769576,17.649778291192447,2015-10-29,2015-10,2015-09,-10.331469468123188
4265,Sợi dệt,126.24532752992384,,1263.5847415299238,-2.4439236018266968,2015-10-29,2015-10,2015-09,0.7632491762052069
4266,Vải,870,,8358.783773,7.460554126691449,2015-10-29,2015-10,2015-09,8.749999999999986
4267,"Nguyên PL dệt, may, giày dép",420,,4197.645944,7.514941610593652,2015-10-29,2015-10,2015-09,5.0
4268,Sắt thép,600,,6295.420073,0.6263830915711424,2015-10-29,2015-10,2015-09,-11.764705882352942
4269,Kim loại thường khác,435.07220617314664,,3453.281250173147,22.635937761843294,2015-10-29,2015-10,2015-09,4.491378131534773
4270,"Điện tử, máy tính và linh kiện",2200,,19534.860972,29.677430390191716,2015-10-29,2015-10,2015-09,4.761904761904773
4271,Điện thoại và linh kiện,980,,9116.753413999999,31.76154767490823,2015-10-29,2015-10,2015-09,3.1578947368421098
4272,"Máy móc thiết bị, dụng cụ PT khác",2300,,23084.163156,26.75251149427001,2015-10-29,2015-10,2015-09,-4.166666666666657
4273,Ô tô,463.35294791470085,,4774.906984914701,64.38940897867232,2015-10-29,2015-10,2015-09,1.7288316108347317
4274,Trong đó: Nguyên chiếc(*),203.35294791470085,,2312.490674914701,100.15625761454393,2015-10-29,2015-10,2015-09,9.636942793647577
4275,"Xe máy và linh kiện, phụ tùng",35,,293.484095,-8.253278939011537,2015-10-29,2015-10,2015-09,9.375
4276,Phương tiện vận tải khác và PT,200,,2320.481572,272.8880292318255,2015-10-29,2015-10,2015-09,33.333333333333314
4277,TỔNG TRỊ GIÁ,14300,,124562,15.900000000000006,2015-09-29,2015-09,2015-08,-2.0547945205479436
4278,Khu vực kinh tế trong nước,5900,,51264,9.700000000000003,2015-09-29,2015-09,2015-08,-3.278688524590166
4279,Khu vực có vốn đầu tư NN,8400,,73298,20.700000000000003,2015-09-29,2015-09,2015-08,-1.17647058823529
4280,Thủy sản,105,,824.678997,2.754373019204664,2015-09-29,2015-09,2015-08,-4.545454545454547
4281,Sữa và sản phẩm sữa,60,,702.016468,-16.416061067212596,2015-09-29,2015-09,2015-08,0.0
4282,Rau quả,80,,467.324673,15.971596345543531,2015-09-29,2015-09,2015-08,33.333333333333314
4283,Lúa mỳ,57.07251026771445,,462.02622026771445,-4.898266893211698,2015-09-29,2015-09,2015-08,13.240272835361026
4284,Dầu mỡ động thực vật,70,,492.562701,-10.855971915108611,2015-09-29,2015-09,2015-08,27.272727272727266
4285,Thức ăn gia súc và NPL,320,,2561.947666,2.9009746125506126,2015-09-29,2015-09,2015-08,6.52262109721255
4286,Xăng dầu,268.61001919736725,,3946.8365391973675,-36.17230442003322,2015-09-29,2015-09,2015-08,-25.615141771281245
4287,Khí đốt hóa lỏng,41.263830833538236,,406.3469378335382,-31.059683769864435,2015-09-29,2015-09,2015-08,-17.472338332923528
4288,Sản phẩm khác từ dầu mỏ,90,,798.788079,6.55513211264072,2015-09-29,2015-09,2015-08,12.5
4289,Hóa chất,270,,2397.898367,-1.8493768394108798,2015-09-29,2015-09,2015-08,-6.896551724137936
4290,Sản phẩm hoá chất,300,,2525.426842,6.964629696445542,2015-09-29,2015-09,2015-08,0.0
4291,Tân dược,200,,1656.042501,11.580368101410158,2015-09-29,2015-09,2015-08,-4.761904761904773
4292,Phân bón,95.19504687776403,,994.8417898777641,5.624019592462744,2015-09-29,2015-09,2015-08,-9.485801805623538
4293,Thuốc trừ sâu,45,,538.636973,-3.5170882543166755,2015-09-29,2015-09,2015-08,0.0
4294,Chất dẻo,510.1112858055323,,4349.815536805532,-6.680857481528591,2015-09-29,2015-09,2015-08,3.59529935961811
4295,Sản phẩm chất dẻo,350,,2795.056656,22.78296037223207,2015-09-29,2015-09,2015-08,2.941176470588232
4296,Cao su,57.965923432898606,,490.5345534328986,5.597114891549879,2015-09-29,2015-09,2015-08,8.134412795459852
4297,Gỗ và sản phẩm gỗ,200,,1650.728118,-5.000303090889588,2015-09-29,2015-09,2015-08,5.263157894736835
4298,Giấy các loại,129.26081730769232,,1056.1571613076924,2.0516308883787815,2015-09-29,2015-09,2015-08,17.131675409835353
4299,Bông,162.85771977164677,,1303.5695987716467,17.115524938708916,2015-09-29,2015-09,2015-08,16.969925601236582
4300,Sợi dệt,125.28905981302567,,1139.6090148130256,-1.6124203466076068,2015-09-29,2015-09,2015-08,2.5872353143920463
4301,Vải,800,,7462.08745,8.676521769065033,2015-09-29,2015-09,2015-08,-11.111111111111114
4302,"Nguyên PL dệt, may, giày dép",400,,3773.382297,8.968424637696899,2015-09-29,2015-09,2015-08,-4.761904761904773
4303,Sắt thép,680,,5824.792928,7.229951099535455,2015-09-29,2015-09,2015-08,-10.578579931207557
4304,Kim loại thường khác,416.37139250424417,,3038.4003095042444,21.45800879184901,2015-09-29,2015-09,2015-08,3.387456997306799
4305,"Điện tử, máy tính và linh kiện",2100,,17287.797704,30.982511633345865,2015-09-29,2015-09,2015-08,5.0
4306,Điện thoại và linh kiện,950,,8132.771552,33.61990715166934,2015-09-29,2015-09,2015-08,3.2608695652173765
4307,"Máy móc thiết bị, dụng cụ PT khác",2400,,20940.238562,30.245561997769556,2015-09-29,2015-09,2015-08,-4.0
4308,Ô tô,455.47849176845455,,4300.416620768455,71.57686398284409,2015-09-29,2015-09,2015-08,2.6520566611963403
4309,Trong đó: Nguyên chiếc(*),185.47849176845457,,2096.8742277684546,113.23828785682787,2015-09-29,2015-09,2015-08,-4.249903831774404
4310,"Xe máy và linh kiện, phụ tùng",32,,259.177419,-9.16045783416945,2015-09-29,2015-09,2015-08,8.383240428574439
4311,Phương tiện vận tải khác và PT,150,,1965.490549,243.56805296567762,2015-09-29,2015-09,2015-08,-65.11627906976744
4312,TỔNG TRỊ GIÁ,14600,,109889,16.400000000000006,2015-08-28,2015-08,2015-07,-1.3513513513513544
4313,Khu vực kinh tế trong nước,6100,,44667,7.700000000000003,2015-08-28,2015-08,2015-07,-3.1746031746031775
4314,Khu vực có vốn đầu tư NN,8500,,65222,23.200000000000003,2015-08-28,2015-08,2015-07,0.0
4315,Thủy sản,110,,725.852545,1.7878587306876739,2015-08-28,2015-08,2015-07,22.22222222222223
4316,Sữa và sản phẩm sữa,60,,637.529768,-17.560161303347357,2015-08-28,2015-08,2015-07,-20.0
4317,Rau quả,60,,368.422205,2.271434635567175,2015-08-28,2015-08,2015-07,-7.692307692307693
4318,Lúa mỳ,50.399481420087746,,412.9343154200877,-6.053109976857812,2015-08-28,2015-08,2015-07,4.314818093857525
4319,Dầu mỡ động thực vật,55,,424.836669,-7.690535922761427,2015-08-28,2015-08,2015-07,22.22222222222223
4320,Thức ăn gia súc và NPL,300.405676,,2244.613334,2.488007953811163,2015-08-28,2015-08,2015-07,3.588164137931045
4321,Xăng dầu,361.10846426761276,,3778.4827342676126,-35.09779288503219,2015-08-28,2015-08,2015-07,-26.67015580512657
4322,Khí đốt hóa lỏng,50,,358.290522,-31.20830703688668,2015-08-28,2015-08,2015-07,2.730672474085111
4323,Sản phẩm khác từ dầu mỏ,80,,718.110291,7.407889571829344,2015-08-28,2015-08,2015-07,-11.111111111111114
4324,Hóa chất,290,,2162.704369,0.2816812933148469,2015-08-28,2015-08,2015-07,-3.3333333333333286
4325,Sản phẩm hoá chất,300,,2235.6145349999997,6.960076122239144,2015-08-28,2015-08,2015-07,0.0
4326,Tân dược,210,,1461.141209,10.609172827146011,2015-08-28,2015-08,2015-07,-4.545454545454547
4327,Phân bón,105.17139716946461,,900.3470161694646,14.152109863375273,2015-08-28,2015-08,2015-07,-24.22323755077548
4328,Thuốc trừ sâu,45,,494.631781,-2.1523416305605565,2015-08-28,2015-08,2015-07,-30.769230769230774
